Gene_acc,Gene_id,DM1,DM2,DM3,Plus1,Plus2,Plus3,Minus1,Minus2,Minus3,Desc
14,Tb11.02.5370b,24409.0,23599.0,26158.0,21310.0,22277.0,23857.0,23800.0,23707.0,24459.0,"hypothetical protein, conserved"
15,Tb11.02.5380b,865670.0,952750.0,968120.0,941920.0,953680.0,941150.0,983860.0,1003400.0,1009300.0,"exosome complex exonuclease RRP44p homologue, putative"
16,Tb11.02.5390b,1554800.0,1649700.0,1658400.0,1568500.0,1604400.0,1566000.0,1646000.0,1656300.0,1657000.0,"mRNA processing protein, putative"
17,Tb11.02.5400b,3179600.0,3350000.0,3547100.0,3530500.0,3659900.0,3504300.0,3825300.0,3748100.0,3825200.0,"cystathionine beta-synthase, putative"
18,Tb11.02.5410b,560080.0,583730.0,607220.0,551470.0,560850.0,549770.0,582200.0,575150.0,583490.0,"ubiquitin activating enzyme, putative"
19,Tb11.02.5420b,1672200.0,1780600.0,1826100.0,1850500.0,1841500.0,1830900.0,2055300.0,2045400.0,2024100.0,"NADPH-cytochrome p450 reductase, putative"
20,Tb11.02.5430b,135350.0,151900.0,141770.0,140770.0,133440.0,131010.0,140340.0,139410.0,141150.0,"hypothetical protein, conserved"
21,Tb11.0320,270530.0,284360.0,299450.0,265380.0,291480.0,265960.0,280630.0,275110.0,293540.0,hypothetical protein
22,Tb11.0400,2383700.0,2477300.0,2594300.0,1620800.0,1720400.0,1622800.0,850600.0,855890.0,887200.0,"P27 protein, putative"
23,Tb11.0870,91378.0,97811.0,100590.0,84294.0,93660.0,88281.0,91238.0,85154.0,88565.0,hypothetical protein
24,Tb11.0890,882320.0,931950.0,976440.0,786950.0,794280.0,782350.0,859540.0,846220.0,846620.0,"epsin, putative"
25,Tb11.1220,1988700.0,2063800.0,2180300.0,1881000.0,1965800.0,1862700.0,1993000.0,1919700.0,2007300.0,hypothetical protein
26,Tb11.1390.1-p1,1072000.0,1110500.0,1176200.0,964940.0,1007600.0,979900.0,1155600.0,1152500.0,1152600.0,"hypothetical protein, conserved"
27,Tb11.1780.1-p1,691600.0,734650.0,774450.0,742360.0,761920.0,748040.0,729360.0,726260.0,743020.0,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
28,Tb11.1790.1-p1,229320.0,228610.0,230240.0,195950.0,201390.0,184440.0,193570.0,190340.0,191540.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
29,Tb11.1810b.1-p1,165180.0,144710.0,178030.0,189100.0,228630.0,185330.0,223980.0,178370.0,225480.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
30,Tb11.v5.0154,2013600.0,2220300.0,2223500.0,1984500.0,1977400.0,2026000.0,2073400.0,2118400.0,2048000.0,"WD domain, G-beta repeat, putative"
31,Tb11.v5.0162,1081500.0,1144900.0,1150600.0,1072300.0,1078400.0,1040700.0,1091200.0,1097300.0,1113900.0,proteasome beta 6 subunit
32,Tb11.v5.0191,179070.0,181530.0,195650.0,171410.0,185300.0,170190.0,153780.0,158980.0,170370.0,"ELMO/CED-12 family, putative"
33,Tb11.v5.0194,56717.0,55763.0,62282.0,50575.0,57552.0,53038.0,49183.0,42879.0,54717.0,"hypothetical protein, conserved"
34,Tb11.v5.0196,3281500.0,3489700.0,3563600.0,3239900.0,3212100.0,3152300.0,3192600.0,3259000.0,3141500.0,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
35,Tb11.v5.0325,413640.0,443320.0,450380.0,521430.0,526790.0,488770.0,616220.0,615950.0,625310.0,"retrotransposon hot spot (RHS) protein, putative"
36,Tb11.v5.0326,776640.0,793930.0,855330.0,764910.0,791270.0,765620.0,805140.0,800660.0,829260.0,"retrotransposon hot spot (RHS) protein, putative"
37,Tb11.v5.0365,56030.0,57691.0,57473.0,41483.0,43796.0,45512.0,46189.0,40839.0,49772.0,"hypothetical protein, conserved"
38,Tb11.v5.0366,2908800.0,2984900.0,3152800.0,2762600.0,2774200.0,2610800.0,3133900.0,3067500.0,3095700.0,"hypothetical protein, conserved"
39,Tb11.v5.0412,330980.0,339580.0,369200.0,335400.0,357420.0,327860.0,318820.0,319000.0,338470.0,"hypothetical protein, conserved"
40,Tb11.v5.0428,44764.0,47561.0,48470.0,52902.0,52946.0,53161.0,56218.0,55196.0,55855.0,"hypothetical protein, conserved"
41,Tb11.v5.0468,99132.0,131770.0,110360.0,125880.0,99367.0,130850.0,96356.0,125300.0,92271.0,"alpha tubulin, putative"
42,Tb11.v5.0480,1129400.0,1116000.0,1250900.0,1079100.0,1185400.0,1087000.0,1141600.0,1049500.0,1189600.0,"DNA-directed RNA polymerase, alpha subunit, putative"
43,Tb11.v5.0482,115950.0,130330.0,117050.0,111120.0,107770.0,113980.0,109230.0,110200.0,108880.0,"hypothetical protein, conserved"
44,Tb11.v5.0487,497990.0,527780.0,548830.0,523710.0,545410.0,529290.0,532300.0,528480.0,549520.0,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
45,Tb11.v5.0489,221330.0,228810.0,248380.0,284170.0,286900.0,276200.0,277250.0,267920.0,285710.0,"retrotransposon hot spot (RHS) protein, putative"
46,Tb11.v5.0493,146860.0,136460.0,160360.0,125000.0,133880.0,121840.0,139360.0,120420.0,129460.0,"kinesin K39, putative"
47,Tb11.v5.0501,4878000.0,5134600.0,5312400.0,4503900.0,4583000.0,4518700.0,4405500.0,4344900.0,4387600.0,"40S ribosomal protein S3A, putative"
48,Tb11.v5.0507,231430.0,257000.0,249460.0,243890.0,237160.0,243110.0,235070.0,254780.0,241100.0,"hypothetical protein, conserved"
49,Tb11.v5.0517,166560.0,181590.0,178400.0,171840.0,166720.0,169320.0,153220.0,151840.0,152710.0,"hypothetical protein, conserved"
50,Tb11.v5.0528,241710.0,257450.0,264650.0,240220.0,248590.0,238880.0,244020.0,246350.0,252350.0,"hypothetical protein, conserved"
51,Tb11.v5.0537,2948400.0,3187400.0,3191800.0,2723100.0,2772000.0,2829000.0,2906500.0,3046700.0,2907100.0,"polyubiquitin, putative"
52,Tb11.v5.0553,172910.0,181520.0,187000.0,185420.0,192710.0,172650.0,188080.0,176280.0,180990.0,"ubiquitin hydrolase, putative"
53,Tb11.v5.0567,45312.0,46273.0,46145.0,65001.0,63587.0,68389.0,63958.0,65414.0,63542.0,"retrotransposon hot spot (RHS) protein, putative"
54,Tb11.v5.0594,371200.0,368560.0,415430.0,440040.0,500930.0,428380.0,473030.0,427660.0,499960.0,"retrotransposon hot spot (RHS) protein, putative"
55,Tb11.v5.0618,31636.0,33432.0,39383.0,31547.0,31775.0,31851.0,28030.0,27531.0,26360.0,"hypothetical protein, conserved"
56,Tb11.v5.0624,1972900.0,2110200.0,2162700.0,2307600.0,2315800.0,2273500.0,2206600.0,2189500.0,2210300.0,"retrotransposon hot spot protein (PHS), putative"
57,Tb11.v5.0627,293050.0,318830.0,329150.0,288630.0,297500.0,293780.0,320740.0,322130.0,330100.0,"lipase domain protein, putative"
58,Tb11.v5.0636,2137000.0,2196400.0,2320700.0,2255700.0,2326500.0,2175800.0,2490500.0,2407200.0,2481700.0,"C-terminal motor kinesin, putative"
59,Tb11.v5.0652,80544.0,88128.0,94601.0,82358.0,85095.0,86518.0,83711.0,92171.0,88947.0,"protein kinase, putative"
60,Tb11.v5.0670,138280.0,153460.0,157360.0,149500.0,150540.0,154360.0,153100.0,146040.0,157430.0,"retrotransposon hot spot (RHS) protein, putative"
61,Tb11.v5.0692,452740.0,508460.0,512820.0,496480.0,520080.0,521650.0,538010.0,535790.0,556260.0,"Thiopurine S-methyltransferase (TPMT), putative"
62,Tb11.v5.0713,5108400.0,5449100.0,5548600.0,5385900.0,5453600.0,5316900.0,5462000.0,5514500.0,5434300.0,"Retrotransposon hot spot protein 6 (RHS6), putative"
63,Tb11.v5.0735,32814.0,34735.0,34916.0,33616.0,35233.0,33969.0,33985.0,29693.0,34675.0,"hypothetical protein, conserved"
64,Tb11.v5.0736,332660.0,344690.0,364790.0,348380.0,351400.0,334440.0,366680.0,360090.0,362310.0,"ABC1 family, putative"
65,Tb11.v5.0745,50371.0,57209.0,60006.0,51182.0,56738.0,51276.0,48566.0,52366.0,53372.0,"hypothetical protein, conserved"
66,Tb11.v5.0746,698420.0,720200.0,757060.0,669290.0,694950.0,651920.0,721450.0,704390.0,737540.0,"tatD related deoxyribonuclease, putative"
67,Tb11.v5.0760,35996.0,43317.0,50979.0,39606.0,41174.0,43112.0,48036.0,44689.0,49905.0,"RNA polymerase III transcription factor (TF)IIIC subunit, putative"
68,Tb11.v5.0765,78569.0,83764.0,85510.0,80337.0,97019.0,81654.0,85637.0,82372.0,93064.0,"N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein, putative"
69,Tb11.v5.0807,775320.0,789390.0,839210.0,749140.0,788540.0,732010.0,814090.0,798660.0,830180.0,"ribonuclease, putative"
70,Tb11.v5.0839,192720.0,222220.0,214830.0,77731.0,71302.0,67356.0,69585.0,74645.0,70095.0,"retrotransposon hot spot (RHS) protein, putative"
71,Tb11.v5.0842,253080.0,278410.0,288820.0,271210.0,281360.0,275210.0,260560.0,265920.0,272230.0,"Vesicle coat protein involved in Golgi to plasma membrane transport, putative"
72,Tb11.v5.0853,470330.0,504510.0,508550.0,487130.0,488480.0,478440.0,503600.0,500570.0,507140.0,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative"
73,Tb11.v5.0868,15827.0,17532.0,18382.0,15821.0,16606.0,15991.0,16457.0,12301.0,14276.0,"mitotubule-associated protein Gb4, putative"
74,Tb11.v5.0885,83245.0,88032.0,94485.0,88736.0,96279.0,85678.0,95089.0,87304.0,88689.0,"amino acid transporter, putative"
75,Tb11.v5.0892,62371.0,62807.0,68673.0,56869.0,60308.0,57615.0,57184.0,55955.0,60646.0,"hypothetical protein, conserved"
76,Tb11.v5.0905,345750.0,365970.0,367570.0,340960.0,350400.0,337660.0,375200.0,366420.0,367610.0,"hypothetical protein, conserved"
77,Tb11.v5.0965,404910.0,442140.0,446190.0,408460.0,429190.0,409990.0,416390.0,410570.0,437760.0,"ATP-dependent DEAH-box RNA helicase, putative"
78,Tb11.v5.1016,93721.0,108740.0,109210.0,151130.0,156110.0,152340.0,211470.0,206080.0,211260.0,"receptor-type adenylate cyclase GRESAG 4 (pseudogene), putative"
79,Tb11.v5.1020,119460.0,124510.0,127150.0,150190.0,149710.0,143370.0,140140.0,143070.0,142360.0,"retrotransposon hot spot (RHS) protein, putative"
80,Tb11.v5.1052,64156.0,73870.0,75843.0,30501.0,30182.0,31970.0,35291.0,32248.0,34709.0,"nucleobase/nucleoside transporter 8.1, putative"
81,Tb927.1.1000,668830.0,732100.0,715980.0,652130.0,645630.0,636230.0,659950.0,678110.0,655780.0,developmentally regulated phosphoprotein
82,Tb927.1.1020,238480.0,246470.0,265780.0,236620.0,251030.0,253380.0,263790.0,254760.0,265780.0,leucine-rich repeat-containing protein
83,Tb927.1.1030,309030.0,336380.0,338240.0,349550.0,346500.0,343410.0,358920.0,349510.0,350080.0,Nucleolar protein 49
84,Tb927.1.1050,211750.0,209830.0,228560.0,214910.0,230090.0,214660.0,223790.0,221700.0,227730.0,Metallo-dependent phosphatase-like domain-containing protein
85,Tb927.1.1060,623910.0,621680.0,670140.0,597900.0,633720.0,584190.0,595870.0,564080.0,603770.0,"Cell cycle checkpoint protein RAD1-like, putative"
86,Tb927.1.1080,44949.0,48962.0,48080.0,49978.0,50462.0,53841.0,45944.0,46188.0,45687.0,"TFIIH basal transcription factor subunit, putative"
87,Tb927.1.1100,442280.0,464410.0,484200.0,408940.0,439000.0,413360.0,389850.0,390850.0,420570.0,Basal body protein
88,Tb927.1.1120,351470.0,366780.0,376280.0,338540.0,345940.0,325250.0,347060.0,336020.0,359660.0,"ribosomal RNA-processing protein 8, putative"
89,Tb927.1.1130,435180.0,471560.0,476450.0,433960.0,432110.0,434730.0,402660.0,413800.0,406790.0,"glycerol-3-phosphate dehydrogenase (FAD-dependent), putative"
90,Tb927.1.1140,293080.0,311350.0,337130.0,323490.0,344850.0,338760.0,385960.0,375760.0,392380.0,"Transmembrane protein 231, putative"
91,Tb927.1.1150,47029.0,46569.0,53152.0,43784.0,52947.0,48035.0,48792.0,51301.0,55289.0,zeta tubulin
92,Tb927.1.1160,231460.0,239740.0,247480.0,213500.0,229560.0,211370.0,186640.0,190750.0,199790.0,kinetoplast ribosomal PPR-repeat containing protein 3
93,Tb927.1.120,6426000.0,6692100.0,6962400.0,7525000.0,7621800.0,7352300.0,7515600.0,7381900.0,7496300.0,"retrotransposon hot spot protein 4 (RHS4), putative"
94,Tb927.1.1200,690970.0,721590.0,762030.0,648160.0,663320.0,638300.0,538560.0,535830.0,542350.0,Mitochondrial ribosomal protein S15
95,Tb927.1.1210,110110.0,114230.0,125900.0,117140.0,123560.0,110900.0,112700.0,118110.0,126560.0,"conserved protein, unknown function"
96,Tb927.1.1220,726240.0,785300.0,808720.0,739010.0,734510.0,722130.0,707110.0,715850.0,719560.0,RWD domain-containing protein
97,Tb927.1.1240,2105500.0,2233600.0,2301800.0,2263100.0,2279900.0,2304200.0,2664600.0,2654900.0,2659200.0,"cytidine triphosphate synthase, putative"
98,Tb927.1.1270,1172100.0,1287500.0,1279100.0,1069200.0,1062700.0,1043900.0,1008400.0,1031000.0,1022000.0,"homocysteine S-methyltransferase, putative"
99,Tb927.1.1310,201040.0,212770.0,218990.0,207340.0,220090.0,214930.0,243560.0,233990.0,242930.0,"transmembrane protein, conserved"
100,Tb927.1.1330,800380.0,806480.0,859600.0,760740.0,799620.0,760800.0,816700.0,768830.0,845360.0,Mitochondrial Editosome-like Complex TUTase
101,Tb927.1.1340,310620.0,345860.0,328250.0,276530.0,253370.0,266030.0,276860.0,303530.0,257480.0,"Quinonprotein alcohol dehydrogenase-like protein, putative"
102,Tb927.1.1370,1286000.0,1341300.0,1399200.0,775270.0,827770.0,803050.0,786950.0,784020.0,804910.0,"rRNA biogenesis protein, putative"
103,Tb927.1.1380,1035400.0,1075200.0,1146700.0,1027800.0,1071400.0,1018100.0,1106800.0,1102400.0,1118100.0,"serine/threonine protein phosphatase 2A regulatory subunit, putative"
104,Tb927.1.1390,173100.0,190990.0,188740.0,173950.0,180790.0,169680.0,161740.0,166000.0,165230.0,"hypothetical protein, conserved"
105,Tb927.1.1400,169680.0,181990.0,191210.0,168220.0,163700.0,161760.0,143560.0,149040.0,150510.0,"Overproducer of inositol protein 10 homolog, putative"
106,Tb927.1.1420,675300.0,688840.0,711370.0,640700.0,686490.0,639710.0,640600.0,615300.0,642500.0,"conserved protein, unknown function"
107,Tb927.1.1470,612630.0,653480.0,660640.0,643390.0,655310.0,651800.0,648340.0,659880.0,657690.0,"conserved protein, unknown function"
108,Tb927.1.1530,215770.0,227090.0,240260.0,245880.0,246610.0,253440.0,273290.0,268710.0,277460.0,"STE group serine/threonine-protein kinase, putative"
109,Tb927.1.1540,406530.0,430180.0,454410.0,439850.0,445460.0,441900.0,465150.0,483070.0,486000.0,"Tubulin/FtsZ family, putative"
110,Tb927.1.1550,268870.0,302860.0,309220.0,282200.0,286080.0,283630.0,311520.0,307090.0,313440.0,"tubulin-tyrosine ligase, putative"
111,Tb927.1.1560,2351500.0,2584700.0,2542400.0,2485500.0,2436800.0,2495700.0,2492200.0,2534700.0,2437900.0,"vesicular-fusion protein nsf, putative"
112,Tb927.1.1580,731830.0,781040.0,788520.0,770990.0,779780.0,743940.0,824110.0,819340.0,823640.0,"electron transport protein SCO1/2, putative"
113,Tb927.1.1610,121870.0,133190.0,137800.0,148080.0,141920.0,147320.0,150100.0,151610.0,157630.0,"hypothetical protein, conserved"
114,Tb927.1.1620,886100.0,930510.0,958730.0,896320.0,922180.0,906770.0,838830.0,853130.0,875930.0,"ATP-dependent DEAD/H RNA helicase, putative"
115,Tb927.1.1630,113970.0,123560.0,119380.0,126550.0,123550.0,122230.0,128870.0,123370.0,134660.0,transcription elongation factor 1 homolog
116,Tb927.1.1640,93439.0,98058.0,101580.0,92566.0,100010.0,97861.0,95328.0,95209.0,96341.0,"hypothetical protein, conserved"
117,Tb927.1.1670,3093500.0,3156600.0,3389100.0,3130000.0,3260900.0,3073100.0,3373800.0,3221200.0,3387200.0,ARM-like helical domain-containing protein
118,Tb927.1.1680,256770.0,274070.0,293670.0,266320.0,280730.0,265390.0,315940.0,305510.0,323090.0,Transcription elongation factor 1 domain-containing protein
119,Tb927.1.1690,510790.0,545230.0,562180.0,497200.0,505900.0,497810.0,499080.0,519630.0,521840.0,RNA-editing nuclease 1
120,Tb927.1.1700,1371700.0,1527600.0,1516900.0,1495400.0,1436100.0,1442700.0,1333400.0,1382100.0,1315500.0,"AATF protein, putative"
121,Tb927.1.1710,1391900.0,1504700.0,1511100.0,1490200.0,1510500.0,1496000.0,1564500.0,1550200.0,1579600.0,"transmembrane protein, conserved"
122,Tb927.1.1720,573860.0,586810.0,607830.0,517560.0,548950.0,515550.0,528810.0,505690.0,534380.0,"cyclophilin 15, putative"
123,Tb927.1.1730,621060.0,643950.0,677120.0,587850.0,605860.0,584760.0,634210.0,631110.0,655020.0,"Polyadenylation mediator complex protein PAMC1, putative"
124,Tb927.1.1750,75117.0,78067.0,88520.0,79322.0,83029.0,81704.0,76634.0,75923.0,90604.0,"conserved protein, unknown function"
125,Tb927.1.1770,373220.0,403570.0,396940.0,354900.0,354360.0,352410.0,363760.0,360970.0,364720.0,Dithiol glutaredoxin 2
126,Tb927.1.1790,164800.0,172090.0,177210.0,179540.0,184520.0,186250.0,169730.0,163590.0,173220.0,"hypothetical PIN domain-containing protein, conserved"
127,Tb927.1.180,4981600.0,5257600.0,5428600.0,5740400.0,5855100.0,5594500.0,5723100.0,5702900.0,5716300.0,"retrotransposon hot spot protein 1 (RHS1), putative"
128,Tb927.1.1840,227670.0,227210.0,240640.0,217530.0,226530.0,209720.0,244040.0,232540.0,249830.0,"conserved protein, unknown function"
129,Tb927.1.1880,142950.0,149820.0,152900.0,127660.0,143260.0,142100.0,125750.0,123390.0,131030.0,WD40 repeat-containing protein
130,Tb927.1.1890,251580.0,273220.0,279310.0,273750.0,288410.0,282480.0,265480.0,275550.0,258110.0,Replication Factor C Subunit 1-related protein
131,Tb927.1.190,1767200.0,1849300.0,1968700.0,2086800.0,2114200.0,2000800.0,2166800.0,2131900.0,2176300.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
132,Tb927.1.1910,212500.0,226190.0,224530.0,223070.0,228860.0,228380.0,228520.0,230170.0,232640.0,MORN repeat-containing protein
133,Tb927.1.1920,176680.0,180540.0,186750.0,160130.0,163280.0,153520.0,151580.0,164790.0,159130.0,"conserved protein, unknown function"
134,Tb927.1.1930,2100900.0,2281600.0,2263500.0,2079700.0,2125800.0,2082600.0,2099100.0,2090700.0,2112800.0,"phosphatidylinositol 3-kinase, putative"
135,Tb927.1.1960,1489900.0,1530300.0,1630300.0,1470200.0,1521000.0,1442500.0,1469200.0,1419300.0,1489300.0,"chaperone protein DnaJ, putative"
136,Tb927.1.1980,81186.0,81142.0,90178.0,88276.0,87861.0,87494.0,80445.0,85840.0,83106.0,"protein transport protein YIF1, putative"
137,Tb927.1.1990,156550.0,167420.0,165210.0,147760.0,152420.0,147600.0,181830.0,180420.0,179500.0,"Pre-mRNA-splicing factor 38, putative"
138,Tb927.1.2100,5215600.0,5352500.0,5643600.0,5017100.0,5113100.0,4931500.0,5330800.0,5175400.0,5333000.0,Calpain-like protein 1.1
139,Tb927.1.2110,326110.0,334230.0,348670.0,322400.0,326840.0,323630.0,354770.0,336470.0,356090.0,Calpain-like protein 1.2
140,Tb927.1.2120,1829100.0,1915600.0,2014300.0,1852700.0,1945000.0,1899900.0,2000900.0,1918200.0,1994000.0,Calpain-like protein CALP1.3
141,Tb927.1.2190,401980.0,422490.0,442350.0,414720.0,431450.0,410790.0,438800.0,432020.0,452280.0,"Raptor N-terminal CASPase like domain containing protein, putative"
142,Tb927.1.220,175070.0,190850.0,200670.0,242100.0,240450.0,237070.0,240840.0,239410.0,240730.0,"retrotransposon hot spot protein 1 (RHS1), putative"
143,Tb927.1.2210,848050.0,861390.0,902160.0,1082800.0,1101500.0,1041900.0,1080100.0,1047100.0,1087200.0,"nucleosome assembly protein (NAP), putative"
144,Tb927.1.2230,1182600.0,1273300.0,1309700.0,1054700.0,1109400.0,1068100.0,1100200.0,1093300.0,1148000.0,small myristoylated protein 1-1
145,Tb927.1.2260,2429800.0,2489900.0,2661200.0,2321400.0,2410000.0,2324300.0,2426800.0,2361700.0,2438500.0,small myristoylated protein 1-2
146,Tb927.1.2320,166410.0,180330.0,189070.0,316420.0,324890.0,307350.0,291890.0,286660.0,301950.0,"hypothetical protein, conserved"
147,Tb927.1.2390,32963000.0,35187000.0,36310000.0,32558000.0,33422000.0,33213000.0,35268000.0,36438000.0,36383000.0,beta tubulin
148,Tb927.1.240,417600.0,451370.0,451120.0,488520.0,473920.0,464640.0,458490.0,471540.0,449000.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
149,Tb927.1.2400,29167000.0,30952000.0,31908000.0,27972000.0,28656000.0,28912000.0,28729000.0,29735000.0,29487000.0,alpha tubulin
150,Tb927.1.2550,1694700.0,1679300.0,1844500.0,1510100.0,1596100.0,1494500.0,1531700.0,1448300.0,1532500.0,"histone H3, putative"
151,Tb927.1.2570,2787400.0,2870800.0,2999300.0,2403500.0,2460200.0,2395100.0,2567600.0,2561000.0,2628400.0,coatomer beta subunit
152,Tb927.1.2580,425650.0,461440.0,472390.0,389400.0,415770.0,398930.0,428390.0,407510.0,420550.0,exosome-associated protein 1
153,Tb927.1.2600,494460.0,521000.0,534090.0,452820.0,487600.0,468810.0,490830.0,479970.0,541780.0,pumilio/PUF RNA binding protein 9
154,Tb927.1.2670,1555500.0,1655300.0,1684600.0,1443500.0,1456400.0,1406700.0,1603600.0,1594900.0,1575900.0,paralyzed flagella 16
155,Tb927.1.2730,603310.0,638710.0,663590.0,568690.0,576570.0,557530.0,513530.0,520350.0,556030.0,"conserved protein, unknown function"
156,Tb927.1.2750,1288000.0,1316700.0,1389900.0,750020.0,782940.0,759400.0,812480.0,770970.0,841030.0,"hypothetical protein, conserved"
157,Tb927.1.2770,130440.0,142570.0,141550.0,134100.0,135980.0,136680.0,132100.0,136110.0,129520.0,"hypothetical protein, conserved"
158,Tb927.1.2970,184310.0,193650.0,198880.0,181370.0,190430.0,175040.0,189590.0,189680.0,183610.0,"hypothetical protein, conserved"
159,Tb927.1.2980,146390.0,160810.0,159050.0,134130.0,148000.0,137560.0,168650.0,163210.0,177300.0,"hypothetical protein, conserved"
160,Tb927.1.2990,1142300.0,1191000.0,1279700.0,1149100.0,1204300.0,1145600.0,1087800.0,1066300.0,1124200.0,kinetoplast ribosomal PPR-repeat containing protein 2
161,Tb927.1.3000,499450.0,532450.0,548540.0,592700.0,610600.0,590680.0,572750.0,577080.0,597820.0,"amidohydrolase, putative"
162,Tb927.1.3010,740890.0,785580.0,809500.0,773450.0,804890.0,787820.0,810480.0,797140.0,817770.0,"mRNA processing protein, putative"
163,Tb927.1.3030,540240.0,563320.0,574760.0,576820.0,584290.0,555910.0,570270.0,560410.0,575150.0,KREL2
164,Tb927.1.3040,233330.0,265590.0,256130.0,236620.0,246220.0,235370.0,211460.0,222190.0,213100.0,"hypothetical protein, conserved"
165,Tb927.1.3050,606380.0,673120.0,659770.0,599550.0,582950.0,599880.0,616900.0,619260.0,618890.0,"tRNA (Uracil-5-)-methyltransferase, putative"
166,Tb927.1.3070,679330.0,702740.0,729890.0,615760.0,625520.0,594820.0,618250.0,598980.0,639750.0,"hypothetical protein, conserved"
167,Tb927.1.3110,1404300.0,1427800.0,1513400.0,1451900.0,1480300.0,1411800.0,1560600.0,1528300.0,1567200.0,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative"
168,Tb927.1.3150,314980.0,334530.0,332830.0,305460.0,309440.0,297890.0,306500.0,307980.0,310530.0,"hypothetical protein, conserved"
169,Tb927.1.3170,893210.0,951510.0,996580.0,964290.0,978320.0,949530.0,998230.0,988520.0,1016100.0,"CHORD, putative"
170,Tb927.1.3180,1929900.0,1934200.0,2041200.0,1646800.0,1675300.0,1608300.0,1856600.0,1751800.0,1813300.0,"40S ribosomal protein S11, putative"
171,Tb927.1.320,35650.0,38478.0,40729.0,34909.0,40459.0,36277.0,37058.0,38758.0,37444.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
172,Tb927.1.3200,1006000.0,1084900.0,1119300.0,1205800.0,1171300.0,1170400.0,1155400.0,1134700.0,1138900.0,"Suppressor of G2 allele of SKP1, putative"
173,Tb927.1.3220,331410.0,345580.0,367930.0,319310.0,334480.0,311090.0,321900.0,316270.0,333710.0,"TBC1 domain family member 20/GTPase, putative"
174,Tb927.1.3230,230640.0,235910.0,253120.0,230530.0,246750.0,230750.0,235420.0,223580.0,247620.0,"cell division cycle protein, putative"
175,Tb927.1.3250,535250.0,571690.0,598970.0,501140.0,516020.0,518410.0,476210.0,486450.0,488110.0,"Domain of unknown function (DUF4456), putative"
176,Tb927.1.3260,868920.0,888660.0,960320.0,857960.0,903270.0,851250.0,882910.0,868070.0,901210.0,"hypothetical protein, conserved"
177,Tb927.1.3270,967530.0,1002800.0,1043300.0,945230.0,960910.0,926500.0,966060.0,925510.0,960330.0,"hypothetical protein, conserved"
178,Tb927.1.3280,104240.0,106840.0,114870.0,100310.0,103680.0,98246.0,107710.0,106690.0,111360.0,"septum formation protein MAF homologue, putative"
