Gene_acc,Gene_id,Signed_Rank,log10_TMT_intensity,FDR,Desc
21,Tb11.0320,0.311746,5.455170839460052,0.8878,hypothetical protein
22,Tb11.0400,-87.41950899999999,6.204235598171099,0.00175,"P27 protein, putative"
23,Tb11.0870,-1.734595,4.965667741058447,0.54028,hypothetical protein
24,Tb11.0890,-12.714899,5.936784087057733,0.1123,"epsin, putative"
25,Tb11.1220,-1.95222,6.302460807910379,0.5091100000000001,hypothetical protein
26,Tb11.1390.1-p1,-6.036827,6.044408041009834,0.24628000000000003,"hypothetical protein, conserved"
27,Tb11.1780.1-p1,3.433061,5.874537478044758,0.36987,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
28,Tb11.1790.1-p1,-12.737516000000001,5.314109598669944,0.11202000000000001,"retrotransposon hot spot protein (RHS, pseudogene), putative"
29,Tb11.1810b.1-p1,34.165707,5.285795767960695,0.02175,"retrotransposon hot spot protein (RHS, pseudogene), putative"
30,Tb11.v5.0154,-1.093918,6.323507856278261,0.6523399999999999,"WD domain, G-beta repeat, putative"
31,Tb11.v5.0162,-0.657884,6.04695925629152,0.76152,proteasome beta 6 subunit
32,Tb11.v5.0191,-0.525055,5.242113880094346,0.7976300000000001,"ELMO/CED-12 family, putative"
33,Tb11.v5.0194,-0.974578,4.732561815352686,0.67987,"hypothetical protein, conserved"
34,Tb11.v5.0196,-1.187373,6.522983831829999,0.63243,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
35,Tb11.v5.0325,36.352744,5.7335078231078365,0.01933,"retrotransposon hot spot (RHS) protein, putative"
36,Tb11.v5.0326,-0.39410700000000004,5.907886781914454,0.84665,"retrotransposon hot spot (RHS) protein, putative"
37,Tb11.v5.0365,-35.453084999999994,4.690218237345011,0.02048,"hypothetical protein, conserved"
38,Tb11.v5.0366,-3.1384790000000002,6.4769779138880965,0.3874,"hypothetical protein, conserved"
39,Tb11.v5.0412,0.649772,5.532916094918825,0.7620100000000001,"hypothetical protein, conserved"
40,Tb11.v5.0428,24.293882,4.725059350801068,0.04225,"hypothetical protein, conserved"
41,Tb11.v5.0468,0.38415900000000003,5.058769831342175,0.8508100000000001,"alpha tubulin, putative"
42,Tb11.v5.0480,-0.27664,6.060066710870536,0.91317,"DNA-directed RNA polymerase, alpha subunit, putative"
43,Tb11.v5.0482,-0.781467,5.060980983566012,0.72409,"hypothetical protein, conserved"
44,Tb11.v5.0487,2.611725,5.7322095477301325,0.43593999999999994,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
45,Tb11.v5.0489,47.998806,5.429826539624137,0.010440000000000001,"retrotransposon hot spot (RHS) protein, putative"
46,Tb11.v5.0493,-5.229149,5.128961161320008,0.27378,"kinesin K39, putative"
47,Tb11.v5.0501,-4.793119,6.671829806294785,0.29431,"40S ribosomal protein S3A, putative"
48,Tb11.v5.0507,0.633736,5.393848854165138,0.76642,"hypothetical protein, conserved"
49,Tb11.v5.0517,0.339497,5.222776280041579,0.8683700000000001,"hypothetical protein, conserved"
50,Tb11.v5.0528,-0.483174,5.401272991133811,0.81211,"hypothetical protein, conserved"
51,Tb11.v5.0537,-3.6710190000000003,6.4762169814267185,0.35436,"polyubiquitin, putative"
52,Tb11.v5.0553,2.4318,5.264229711257186,0.45266000000000006,"ubiquitin hydrolase, putative"
53,Tb11.v5.0567,103.575062,4.784049986119662,0.00122,"retrotransposon hot spot (RHS) protein, putative"
54,Tb11.v5.0594,30.654196999999996,5.64781411609336,0.027260000000000003,"retrotransposon hot spot (RHS) protein, putative"
55,Tb11.v5.0618,-1.5992540000000002,4.495173710989416,0.5571,"hypothetical protein, conserved"
56,Tb11.v5.0624,17.778420999999998,6.347166025993513,0.07046000000000001,"retrotransposon hot spot protein (PHS), putative"
57,Tb11.v5.0627,-0.9702870000000001,5.499026893261117,0.68018,"lipase domain protein, putative"
58,Tb11.v5.0636,2.459714,6.372424067795441,0.45064,"C-terminal motor kinesin, putative"
59,Tb11.v5.0652,0.40720100000000004,4.9488348285416315,0.8398899999999999,"protein kinase, putative"
60,Tb11.v5.0670,2.167411,5.189596979269823,0.484,"retrotransposon hot spot (RHS) protein, putative"
61,Tb11.v5.0692,5.530834,5.722568115354067,0.26279,"Thiopurine S-methyltransferase (TPMT), putative"
62,Tb11.v5.0713,1.7028150000000002,6.7395565228693,0.54413,"Retrotransposon hot spot protein 6 (RHS6), putative"
63,Tb11.v5.0735,1.70138,4.53686385627471,0.54418,"hypothetical protein, conserved"
64,Tb11.v5.0736,1.1398270000000001,5.553601493176801,0.64355,"ABC1 family, putative"
65,Tb11.v5.0745,-0.44814,4.731583930712908,0.8234799999999999,"hypothetical protein, conserved"
66,Tb11.v5.0746,-1.3514700000000002,5.855738367562408,0.60209,"tatD related deoxyribonuclease, putative"
67,Tb11.v5.0760,-0.22794099999999998,4.653366902145936,0.9456399999999999,"RNA polymerase III transcription factor (TF)IIIC subunit, putative"
68,Tb11.v5.0765,3.571371,4.9340846644374245,0.35974,"N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein, putative"
69,Tb11.v5.0807,-0.653191,5.905186361580406,0.76171,"ribonuclease, putative"
70,Tb11.v5.0839,-594.861923,5.0598707608417985,0.0,"retrotransposon hot spot (RHS) protein, putative"
71,Tb11.v5.0842,2.151351,5.440220904184166,0.48617,"Vesicle coat protein involved in Golgi to plasma membrane transport, putative"
72,Tb11.v5.0853,0.710286,5.701876112562455,0.74366,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative"
73,Tb11.v5.0868,-0.891805,4.207510496370137,0.69631,"mitotubule-associated protein Gb4, putative"
74,Tb11.v5.0885,2.214795,4.961329479119825,0.47868,"amino acid transporter, putative"
75,Tb11.v5.0892,-2.872805,4.78522089174808,0.41296000000000005,"hypothetical protein, conserved"
76,Tb11.v5.0905,-0.46194700000000005,5.5605211414829885,0.8193799999999999,"hypothetical protein, conserved"
77,Tb11.v5.0965,0.391329,5.632728514984439,0.84785,"ATP-dependent DEAH-box RNA helicase, putative"
78,Tb11.v5.1016,124.21489,5.216506603977148,0.00081,"receptor-type adenylate cyclase GRESAG 4 (pseudogene), putative"
79,Tb11.v5.1020,43.218132000000004,5.145820818801547,0.01326,"retrotransposon hot spot (RHS) protein, putative"
80,Tb11.v5.1052,-390.367247,4.654054228870328,0.0,"nucleobase/nucleoside transporter 8.1, putative"
81,Tb927.1.1000,-1.8655970000000002,5.834623496648979,0.5203800000000001,developmentally regulated phosphoprotein
82,Tb927.1.1020,0.9105620000000001,5.413983365357471,0.69188,leucine-rich repeat-containing protein
83,Tb927.1.1030,7.298097,5.54167283181073,0.20826,Nucleolar protein 49
84,Tb927.1.1050,2.048342,5.348785631537293,0.50026,Metallo-dependent phosphatase-like domain-containing protein
85,Tb927.1.1060,-0.517818,5.78998872905181,0.8002199999999999,"Cell cycle checkpoint protein RAD1-like, putative"
86,Tb927.1.1080,10.409981,4.689882211032396,0.14101,"TFIIH basal transcription factor subunit, putative"
87,Tb927.1.1100,-2.645859,5.637241490304893,0.43277,Basal body protein
88,Tb927.1.1120,-1.6328719999999999,5.548716091089438,0.553,"ribosomal RNA-processing protein 8, putative"
89,Tb927.1.1130,-0.70809,5.640390990944586,0.74453,"glycerol-3-phosphate dehydrogenase (FAD-dependent), putative"
90,Tb927.1.1140,10.515089999999999,5.551151012641494,0.14010999999999998,"Transmembrane protein 231, putative"
91,Tb927.1.1150,0.393517,4.7041488002574265,0.8467399999999999,zeta tubulin
92,Tb927.1.1160,-2.29011,5.337277518450522,0.46857,kinetoplast ribosomal PPR-repeat containing protein 3
93,Tb927.1.120,22.230494,6.865755224071451,0.049280000000000004,"retrotransposon hot spot protein 4 (RHS4), putative"
94,Tb927.1.1200,-3.657411,5.803784761444342,0.35494000000000003,Mitochondrial ribosomal protein S15
95,Tb927.1.1210,1.274253,5.076975227360735,0.6171,"conserved protein, unknown function"
96,Tb927.1.1220,-0.580779,5.87411114664448,0.7835,RWD domain-containing protein
97,Tb927.1.1240,4.139625,6.38994888115996,0.32804,"cytidine triphosphate synthase, putative"
98,Tb927.1.1270,-11.39065,6.047998737092271,0.12785,"homocysteine S-methyltransferase, putative"
99,Tb927.1.1310,2.504782,5.356870665646266,0.44671000000000005,"transmembrane protein, conserved"
100,Tb927.1.1330,-0.7422890000000001,5.9097677763991845,0.7363,Mitochondrial Editosome-like Complex TUTase
101,Tb927.1.1340,-19.286985,5.46741125973242,0.06189,"Quinonprotein alcohol dehydrogenase-like protein, putative"
102,Tb927.1.1370,-128.96436699999998,5.988675763709467,0.00079,"rRNA biogenesis protein, putative"
103,Tb927.1.1380,-0.39369699999999996,6.040973981431452,0.84672,"serine/threonine protein phosphatase 2A regulatory subunit, putative"
104,Tb927.1.1390,-0.555779,5.24345972997095,0.78943,"hypothetical protein, conserved"
105,Tb927.1.1400,-2.1579770000000003,5.217723398175719,0.48491999999999996,"Overproducer of inositol protein 10 homolog, putative"
106,Tb927.1.1420,-0.562805,5.822851032657207,0.78715,"conserved protein, unknown function"
107,Tb927.1.1470,2.264411,5.8203952390496365,0.47188,"conserved protein, unknown function"
108,Tb927.1.1530,14.968582999999999,5.408117802808907,0.08929,"STE group serine/threonine-protein kinase, putative"
109,Tb927.1.1540,3.941621,5.662992853569418,0.33766,"Tubulin/FtsZ family, putative"
110,Tb927.1.1550,0.418995,5.481663302956823,0.8349700000000001,"tubulin-tyrosine ligase, putative"
111,Tb927.1.1560,0.981499,6.402280301802186,0.67845,"vesicular-fusion protein nsf, putative"
112,Tb927.1.1580,1.369016,5.902184081697069,0.6000800000000001,"electron transport protein SCO1/2, putative"
113,Tb927.1.1610,17.882193,5.165487676576981,0.06978,"hypothetical protein, conserved"
114,Tb927.1.1620,0.772238,5.958076282457981,0.72828,"ATP-dependent DEAD/H RNA helicase, putative"
115,Tb927.1.1630,4.78011,5.105932352186576,0.29483000000000004,transcription elongation factor 1 homolog
116,Tb927.1.1640,1.023749,4.99510055182663,0.66846,"hypothetical protein, conserved"
117,Tb927.1.1670,0.739155,6.516191503958856,0.7368399999999999,ARM-like helical domain-containing protein
118,Tb927.1.1680,0.878114,5.469117740962666,0.69835,Transcription elongation factor 1 domain-containing protein
119,Tb927.1.1690,-1.296382,5.720417321751628,0.61338,RNA-editing nuclease 1
120,Tb927.1.1700,0.896961,6.157592747203928,0.69476,"AATF protein, putative"
121,Tb927.1.1710,2.948785,6.187396618969094,0.40488,"transmembrane protein, conserved"
122,Tb927.1.1720,-3.8249730000000004,5.7401913067691135,0.34528000000000003,"cyclophilin 15, putative"
123,Tb927.1.1730,-2.034666,5.803177055654626,0.50156,"Polyadenylation mediator complex protein PAMC1, putative"
124,Tb927.1.1750,2.0804419999999997,4.9175758732119625,0.49625,"conserved protein, unknown function"
125,Tb927.1.1770,-2.598129,5.573935133243116,0.4368,Dithiol glutaredoxin 2
126,Tb927.1.1790,9.88717,5.249288876947602,0.14958,"hypothetical PIN domain-containing protein, conserved"
127,Tb927.1.180,16.215165,6.7521291499147855,0.08111,"retrotransposon hot spot protein 1 (RHS1), putative"
128,Tb927.1.1840,-0.771565,5.371579473876809,0.72828,"conserved protein, unknown function"
129,Tb927.1.1880,-1.039742,5.141847824857473,0.66377,WD40 repeat-containing protein
130,Tb927.1.1890,6.9530460000000005,5.439788858197747,0.21893,Replication Factor C Subunit 1-related protein
131,Tb927.1.190,18.798824,6.315936775503905,0.06469,"retrotransposon hot spot protein (RHS, pseudogene), putative"
132,Tb927.1.1910,3.182582,5.361809022614395,0.38576,MORN repeat-containing protein
133,Tb927.1.1920,-6.474691,5.226256973610648,0.23364000000000001,"conserved protein, unknown function"
134,Tb927.1.1930,-0.590176,6.335508047272421,0.7810600000000001,"phosphatidylinositol 3-kinase, putative"
135,Tb927.1.1960,-0.46082399999999996,6.179319071065717,0.8193799999999999,"chaperone protein DnaJ, putative"
136,Tb927.1.1980,5.882749,4.939533229687372,0.24891999999999997,"protein transport protein YIF1, putative"
137,Tb927.1.1990,-1.95911,5.226654027556599,0.5083,"Pre-mRNA-splicing factor 38, putative"
138,Tb927.1.2100,-1.2700639999999999,6.725006999062356,0.6178,Calpain-like protein 1.1
139,Tb927.1.2110,0.36996399999999996,5.535095286680471,0.85672,Calpain-like protein 1.2
140,Tb927.1.2120,1.031641,6.292023351257005,0.66613,Calpain-like protein CALP1.3
141,Tb927.1.2190,1.1537030000000001,5.6404893873687145,0.64046,"Raptor N-terminal CASPase like domain containing protein, putative"
142,Tb927.1.220,62.569841000000004,5.356836293762333,0.00543,"retrotransposon hot spot protein 1 (RHS1), putative"
143,Tb927.1.2210,53.688770999999996,6.010889077717218,0.0082,"nucleosome assembly protein (NAP), putative"
144,Tb927.1.2230,-10.047880000000001,6.065422847465759,0.14593,small myristoylated protein 1-1
145,Tb927.1.2260,-1.1583350000000001,6.391310979867486,0.63989,small myristoylated protein 1-2
146,Tb927.1.2320,289.72157799999997,5.433224023617392,0.0,"hypothetical protein, conserved"
147,Tb927.1.2390,-0.534967,7.548021924503116,0.7951699999999999,beta tubulin
148,Tb927.1.240,11.256826,5.666322316772298,0.12916,"retrotransposon hot spot protein (RHS, pseudogene), putative"
149,Tb927.1.2400,-1.164039,7.476079146318711,0.6383,alpha tubulin
150,Tb927.1.2550,-4.899922,6.203525134891948,0.28849,"histone H3, putative"
151,Tb927.1.2570,-14.784116000000001,6.4255717142742075,0.09049,coatomer beta subunit
152,Tb927.1.2580,-5.066219,5.633473505486063,0.28021999999999997,exosome-associated protein 1
153,Tb927.1.2600,-2.414479,5.703367050564041,0.45423,pumilio/PUF RNA binding protein 9
154,Tb927.1.2670,-5.840674,6.197834447248401,0.25001999999999996,paralyzed flagella 16
155,Tb927.1.2730,-3.9914330000000002,5.764854327861864,0.33547,"conserved protein, unknown function"
156,Tb927.1.2750,-163.753671,5.982114677855805,0.00045,"hypothetical protein, conserved"
157,Tb927.1.2770,0.7103689999999999,5.138198454980942,0.74366,"hypothetical protein, conserved"
158,Tb927.1.2970,-0.601275,5.27731117917403,0.77689,"hypothetical protein, conserved"
159,Tb927.1.2980,-3.3386690000000003,5.200910660665566,0.37629,"hypothetical protein, conserved"
160,Tb927.1.2990,0.43778100000000003,6.065687994779864,0.8263799999999999,kinetoplast ribosomal PPR-repeat containing protein 2
161,Tb927.1.3000,26.34204,5.7617978311687,0.0367,"amidohydrolase, putative"
162,Tb927.1.3010,2.412875,5.906779884923215,0.45435,"mRNA processing protein, putative"
163,Tb927.1.3030,3.333126,5.76014719222209,0.37648000000000004,KREL2
164,Tb927.1.3040,-0.443245,5.3751842541210975,0.82473,"hypothetical protein, conserved"
165,Tb927.1.3050,-1.2850540000000001,5.799215068477351,0.61573,"tRNA (Uracil-5-)-methyltransferase, putative"
166,Tb927.1.3070,-7.852428999999999,5.813739067002989,0.1921,"hypothetical protein, conserved"
167,Tb927.1.3110,1.4993020000000001,6.177833623063015,0.57497,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative"
168,Tb927.1.3150,-1.224834,5.501140085530744,0.6260100000000001,"hypothetical protein, conserved"
169,Tb927.1.3170,2.807699,5.993770750880938,0.41828999999999994,"CHORD, putative"
170,Tb927.1.3180,-15.44554,6.262610064620886,0.08596000000000001,"40S ribosomal protein S11, putative"
171,Tb927.1.320,0.41485900000000003,4.582664365143386,0.8370799999999999,"retrotransposon hot spot protein (RHS, pseudogene), putative"
172,Tb927.1.3200,16.993585999999997,6.061086643060432,0.07559,"Suppressor of G2 allele of SKP1, putative"
173,Tb927.1.3220,-1.438466,5.525212010631549,0.58662,"TBC1 domain family member 20/GTPase, putative"
174,Tb927.1.3230,0.770834,5.380797143867144,0.72828,"cell division cycle protein, putative"
175,Tb927.1.3250,-3.3029550000000003,5.7201766748378065,0.37779,"Domain of unknown function (DUF4456), putative"
176,Tb927.1.3260,-0.311842,5.954569072590964,0.8878,"hypothetical protein, conserved"
177,Tb927.1.3270,-0.827577,5.989822101173828,0.71157,"hypothetical protein, conserved"
178,Tb927.1.3280,-1.280921,5.034951550957309,0.61635,"septum formation protein MAF homologue, putative"
179,Tb927.1.3290,-16.2683,5.5284230201427595,0.08102000000000001,"hypothetical protein, conserved"
180,Tb927.1.330,12.041139,4.536226282300064,0.12000999999999999,"retrotransposon hot spot protein (RHS, pseudogene), putative"
181,Tb927.1.3300,-0.659039,5.885337468902582,0.76152,"Myotubularin-related protein, putative"
182,Tb927.1.3310,-3.156743,5.917152994580201,0.38674000000000003,"hypothetical protein, conserved"
183,Tb927.1.3390,10.088892,5.188146330894504,0.14547000000000002,"Eukaryotic protein of unknown function (DUF866), putative"
184,Tb927.1.3400,-1.0211290000000002,5.334793413510716,0.66903,"hypothetical protein, conserved"
185,Tb927.1.3410,1.3050950000000001,5.950828600682699,0.61163,"hypothetical protein, conserved"
186,Tb927.1.3450,0.646451,5.923115991722007,0.76255,"hypothetical protein, conserved"
187,Tb927.1.3560,-0.690852,5.071675852528354,0.75156,"Centrosomal protein of 164 kDa, putative"
188,Tb927.1.3800,11.279109,5.612482924109427,0.12884,Present in the outer mitochondrial membrane proteome 18
189,Tb927.1.3820,-5.292864,5.148544045772326,0.27055,"ATP synthase subunit, putative"
190,Tb927.1.3830,-37.888996,6.2928406458294495,0.0176,"glucose-6-phosphate isomerase, glycosomal"
191,Tb927.1.3880,-72.853303,5.027802424369581,0.00325,"Fusaric acid resistance protein-like, putative"
192,Tb927.1.3910,-22.238023000000002,5.64106341885552,0.049280000000000004,Anaphase-promoting complex subunit CDC23
193,Tb927.1.3950,-1.129154,6.410454976968135,0.6454,alanine aminotransferase
194,Tb927.1.4010,-0.376341,5.584081206893358,0.85521,primase 2
195,Tb927.1.4040,-1.548081,4.638262565968299,0.56617,"hypothetical protein, conserved"
196,Tb927.1.4050,-1.718432,6.175784249132183,0.54267,"ser/thr protein phosphatase, putative"
197,Tb927.1.410,0.951326,5.511414069475367,0.6833899999999999,"retrotransposon hot spot protein (RHS, pseudogene), putative"
198,Tb927.1.4100,-86.039423,6.391860967473324,0.0017800000000000001,cytochrome oxidase subunit IV
199,Tb927.1.4160,86.07732800000001,4.859274631145581,0.0017800000000000001,"hypothetical protein, conserved"
200,Tb927.1.4180,-2.404847,5.873985777807011,0.45516,"leucine-rich repeat protein (LRRP), putative"
201,Tb927.1.420,-0.48938100000000007,5.371697594505485,0.8094,"retrotransposon hot spot protein 5 (RHS5), putative"
202,Tb927.1.4220,0.633102,5.225009308152226,0.76642,"Ydr279p protein family (RNase H2 complex component), putative"
203,Tb927.1.4230,-1.132938,5.792841161759017,0.64478,"hypothetical protein, conserved"
204,Tb927.1.4250,0.7936810000000001,5.051920062484362,0.7208399999999999,"hypothetical protein, conserved"
205,Tb927.1.4280,-0.6084970000000001,5.553278475749782,0.77473,"hypothetical protein, conserved"
206,Tb927.1.4310,-0.664177,6.544722714912672,0.76039,Flagellum attachment zone protein 2
207,Tb927.1.4340,-0.7064159999999999,5.655670407856789,0.74485,"hypothetical protein, conserved"
208,Tb927.1.4400,0.5774189999999999,5.454166221128078,0.78351,"hypothetical protein, conserved"
209,Tb927.1.4410,0.751058,5.627669961090086,0.73351,SUMO-interacting motif-containing protein
210,Tb927.1.4420,-0.34111199999999997,6.262432103764311,0.86818,"ABC transporter, putative"
211,Tb927.1.4450,-0.730638,5.041344910137541,0.73907,"calcium-activated potassium channel, putative"
212,Tb927.1.4470,0.563836,4.722725213482716,0.78713,"hypothetical protein, conserved"
213,Tb927.1.4480,-7.610589999999999,5.891884085889135,0.19935999999999998,"WD repeat and HMG-box DNA-binding protein, putative"
214,Tb927.1.4490,-2.429178,5.88686338167531,0.45266000000000006,"acetyltransferase, putative"
215,Tb927.1.450,-15.436709,5.689902610542432,0.08596000000000001,"retrotransposon hot spot protein (RHS, pseudogene), putative"
216,Tb927.1.4500,0.873441,5.129834847617477,0.69863,"SNARE associated Golgi protein, putative"
217,Tb927.1.4680,2.7453380000000003,5.696354641065905,0.42449,Kinetochore interacting protein 6
218,Tb927.1.4690,2.293679,6.049818639702361,0.46848,Protein arginine N-methyltransferase 1 catalytic subunit
219,Tb927.1.4720,2.0718900000000002,5.799489424898759,0.49687,"SET domain containing protein, putative"
220,Tb927.1.4730,0.494145,4.982153143173733,0.80735,"Ribonuclease H2 non-catalytic subunit (Ylr154p-like), putative"
221,Tb927.1.4740,-6.317948,5.608926982504183,0.23811,"FAM91 N-terminus/FAM91 C-terminus, putative"
222,Tb927.1.4760,-1.80857,5.712538588826109,0.5295,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative"
223,Tb927.1.4780,-0.390085,5.314151737613036,0.84856,Alpha/beta hydrolase domain-containing protein
224,Tb927.1.4800,-7.471017999999999,4.493239105819268,0.20347,"hypothetical protein, conserved"
225,Tb927.1.4830,2.210395,5.810099385660423,0.47903,phospholipase A1
226,Tb927.1.5000,-0.529899,5.598404173891646,0.7965899999999999,"hypothetical protein, conserved"
227,Tb927.1.5030,-0.74278,5.824472089647564,0.7361800000000001,"leucine-rich repeat protein (LRRP), putative"
228,Tb927.1.530,0.522817,4.956832335668946,0.79803,"hypothetical protein, conserved"
229,Tb927.1.540,-1.003486,6.07392353807762,0.67277,"DNA-directed RNA polymerase III, putative"
230,Tb927.1.560,1.315351,5.507849127940338,0.6097199999999999,"WD domain, G-beta repeat, putative"
231,Tb927.1.570,2.331011,4.955761809724137,0.46391000000000004,"Histone-lysine N-methyltransferase, H3 lysine-76 specific"
232,Tb927.1.600,9.348284,5.345640303581336,0.15877,"phosphate-repressible phosphate permease, putative"
233,Tb927.1.610,-2.612174,4.840589699442921,0.43593999999999994,"hypothetical protein, conserved"
234,Tb927.1.630,14.949451000000002,5.214419939295737,0.08947999999999999,histone chaperone ASF1A
235,Tb927.1.640,4.496583,5.724586320139041,0.30989,BRCA2
236,Tb927.1.650,6.1270940000000005,4.565559767043713,0.24414,"conserved protein, unknown function"
237,Tb927.1.670,0.48562700000000003,5.951327317127866,0.81106,"conserved protein, unknown function"
238,Tb927.1.690,-0.984459,5.238389888087512,0.67798,"hypothetical protein, conserved"
239,Tb927.1.700,34.216476,5.388223796046543,0.02175,phosphoglycerate kinase
240,Tb927.1.710,-0.34155,6.838146728389611,0.8680899999999999,phosphoglycerate kinase
241,Tb927.1.720,-0.5093439999999999,6.178214105280843,0.80284,phosphoglycerate kinase
242,Tb927.1.730,17.864045,5.520644643792246,0.06982000000000001,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
243,Tb927.1.740,6.796058,6.139841320021639,0.22416,phosphatidylinositol-4-phosphate 5-kinase related
244,Tb927.1.750,-9.355525,6.028897664144959,0.15867,Metal-binding domain-containing protein
245,Tb927.1.780,-0.22457600000000003,5.5937644137354035,0.9473600000000001,leucine-rich repeat-containing protein
246,Tb927.1.790,0.5654560000000001,5.376722913865785,0.78668,"hypothetical transmembrane protein, conserved"
247,Tb927.1.840,-2.7694900000000002,5.644794938928195,0.42263,"transmembrane protein, putative"
248,Tb927.1.860,1.797302,5.764406299787539,0.5312100000000001,"transmembrane protein, putative"
249,Tb927.1.870,0.798085,5.514470715002462,0.7198399999999999,deoxyhypusine synthase
250,Tb927.1.880,-0.9703870000000001,6.632015686869145,0.68018,"Midasin, putative"
251,Tb927.1.90,2.599663,5.68585992225555,0.4368,"retrotransposon hot spot protein (RHS, pseudogene), putative"
252,Tb927.1.990,-7.502263,5.910348481571174,0.20299,Enkuring domain-containig protein
253,Tb927.10.10000,72.615111,5.348164619766874,0.00325,"hypothetical protein, conserved"
254,Tb927.10.10010,-0.899565,6.0867405613587495,0.6943699999999999,"mRNA turnover protein 4 homolog, putative"
255,Tb927.10.10030,-76.527793,5.611701008696181,0.0029100000000000003,"hypothetical protein, conserved"
256,Tb927.10.10050,0.38377100000000003,5.417119464631825,0.8508100000000001,"hypothetical protein, conserved"
257,Tb927.10.10070,4.560265,5.639448636265077,0.30625,"hypothetical protein, conserved"
258,Tb927.10.10080,5.564421,5.383233524279857,0.26165,"hypothetical protein, conserved"
259,Tb927.10.10090,-0.530927,5.815733110300564,0.7962600000000001,Component of motile flagella 14
260,Tb927.10.10120,0.651383,5.670678076444266,0.76186,"hypothetical protein, conserved"
261,Tb927.10.10130,2.468721,5.909494517661843,0.45021000000000005,RNA editing mediator complex protein 1
262,Tb927.10.10140,-4.1121300000000005,6.243199328115247,0.32926,"paraflagellar rod component, putative"
263,Tb927.10.10160,1.74832,5.837929805948942,0.53741,Kinetoplast polyadenylation factor 4
264,Tb927.10.10170,-2.358162,5.710404260250205,0.46145,"pre-mRNA splicing factor 46, putative"
265,Tb927.10.10180,11.399907,4.995814139694846,0.12785,"Miro-like protein, putative"
266,Tb927.10.10200,-1.683766,5.095946548522801,0.5462899999999999,"hypothetical protein, conserved"
267,Tb927.10.10230,-718.7218190000001,4.707044446851801,0.0,procyclin-associated gene 5 (PAG5) protein
268,Tb927.10.10280,0.9071819999999999,6.572674150739064,0.6925,"microtubule-associated protein, putative"
269,Tb927.10.1030,-1.49546,4.6359469482204965,0.57523,"serine peptidase, Clan SC, Family S10"
270,Tb927.10.10310,-0.317449,5.443718171158063,0.88345,"hypothetical protein, conserved"
271,Tb927.10.10330,-6.9855089999999995,5.310444769577975,0.21779,Anaphase-promoting complex subunit CDC27
272,Tb927.10.10340,-0.630795,6.234514752651688,0.76642,"structural maintenance of chromosome 2, putative"
273,Tb927.10.10350,-1.099639,5.794481772696778,0.65151,"STE/STE11 serine/threonine-protein kinase, putative"
274,Tb927.10.10370,-9.619033,5.663109845160063,0.15437,"hypothetical protein, conserved"
